lith DTC LnM GR GR_silica GR_clay M2R2 M2R3 M2R6 M2R9 M2RX F ZDEN ZDENm CNCF CNCFm CNCF_clay TM TP TN PE SP Silica clay carbonate
7.00000 63.80100 0.48890 130.50000 1.15343 0.85726 318.81100 328.82800 298.06000 269.52300 262.62800 1.21393 2.65600 0.58108 24.12300 0.49654 1.08821 1.02365 0.88548 5.26484 3.60000 0.42713 27.83260 66.31675 5.85064
10.00000 63.79400 1.10679 57.63900 1.78418 0.42104 137.74600 116.92700 102.26400 96.78100 95.22100 1.44659 2.58500 0.34122 7.96900 0.07827 1.30075 1.04273 0.80170 5.83518 1.78000 0.22425 81.00000 17.60000 1.40000
7.00000 63.78800 1.30863 48.74400 1.84774 0.38604 26.83100 27.03300 27.81900 28.10500 28.21100 0.95108 2.60100 0.39527 11.86500 0.17915 1.24125 1.03841 0.82054 5.70166 1.62200 0.45124 67.00000 18.00000 15.00000
3.00000 63.77700 0.72670 87.76200 1.54509 0.56492 67.33900 67.48200 68.28500 69.29000 69.98800 0.96215 2.67500 0.64527 9.48000 0.11740 1.69532 1.01887 0.80902 5.65607 1.22000 0.40938 79.80000 19.40000 0.80000
7.00000 63.70000 0.64438 98.85500 1.44845 0.62951 52.08700 52.08700 52.08400 51.76600 51.51300 1.01114 2.62000 0.45946 11.10200 0.15940 1.34995 1.03394 0.81745 5.69379 1.31900 0.51344 92.00000 7.00000 1.00000
4.00000 63.69500 0.76187 83.60400 1.58019 0.54246 43.36200 43.36800 43.36800 43.37600 43.48300 0.99722 2.60100 0.39527 10.01800 0.13133 1.30205 1.03911 0.81222 5.75325 1.87400 0.74156 68.00000 23.00000 9.00000
11.00000 63.68300 1.88959 33.70200 1.94773 0.33333 29.79500 30.27600 31.11800 31.60600 31.93400 0.93302 2.60700 0.41554 12.14100 0.18630 1.25765 1.03757 0.82268 5.68465 1.70000 0.01446 69.00000 20.00000 11.00000
7.00000 63.65500 0.44436 143.25100 1.02958 0.97085 45.05800 48.09400 51.80100 53.76700 55.36200 0.81388 2.66000 0.59459 12.80500 0.20349 1.47861 1.02369 0.82618 5.58667 2.15900 0.50000 54.00000 28.00000 18.00000
7.00000 63.64700 0.85045 74.83900 1.65204 0.49799 159.28100 159.28100 159.28100 157.60700 157.57300 1.01084 2.69500 0.71284 12.92200 0.20652 1.65917 1.01468 0.82682 5.53305 2.02000 0.36830 40.48791 47.32771 12.18438
7.00000 63.64100 1.83219 34.73500 1.94117 0.33671 60.16000 62.73500 65.45000 67.63700 68.92000 0.87290 2.54300 0.19932 6.33900 0.03607 1.17734 1.05553 0.79522 5.94882 1.70500 0.11447 90.00000 10.00000 NaN
8.00000 63.61600 1.18793 53.55200 1.81379 0.40458 40.02800 48.16400 57.36000 62.20600 64.68100 0.61885 2.58600 0.34459 12.58400 0.19777 1.15815 1.04378 0.82537 5.70468 1.98000 0.17557 78.00000 19.00000 3.00000
3.00000 63.60800 0.40717 156.22100 0.90317 1.10184 73.75800 73.28200 73.08900 74.03700 74.46500 0.99051 2.64900 0.55743 26.46700 0.55724 1.00020 1.02692 0.90054 5.20314 2.45000 0.60248 54.00000 42.00000 4.00000
8.00000 63.58300 0.49128 129.42300 1.16381 0.84830 123.60100 123.63900 123.77400 123.80700 123.80700 0.99834 2.62600 0.47973 20.27600 0.39693 1.08632 1.03321 0.86562 5.42202 1.95100 0.58569 71.00000 16.00000 13.00000
7.00000 63.55800 0.68999 92.11500 1.50767 0.58943 41.08500 41.08500 41.11100 41.13000 41.11900 0.99917 2.62800 0.48649 9.18800 0.10984 1.45739 1.03286 0.80925 5.73443 1.41300 0.34392 76.00000 20.00000 4.00000
4.00000 63.47900 0.43089 147.31900 0.98989 1.01016 71.06200 71.35200 70.82300 71.63900 71.24800 0.99739 2.60900 0.42230 27.46400 0.58305 0.85150 1.03854 0.90743 5.22784 2.93900 0.10587 42.00000 57.00000 1.00000
3.00000 63.42000 0.51075 124.17000 1.21421 0.80591 25.05300 28.47100 31.34600 32.57200 33.09200 0.75707 2.67500 0.64527 17.29100 0.31964 1.38490 1.02152 0.85086 5.43869 2.09700 0.54451 78.00000 17.00000 5.00000
7.00000 63.39600 1.13074 56.06600 1.79566 0.41463 76.14100 75.58400 76.26600 77.82200 78.57200 0.96906 2.59300 0.36824 11.15900 0.16087 1.23044 1.04350 0.81998 5.73391 1.00000 0.09065 60.00000 20.00000 20.00000
8.00000 63.36800 0.95942 66.04800 1.72108 0.45705 47.86200 48.03600 50.33400 51.34600 51.79600 0.92405 2.58600 0.34459 7.94400 0.07763 1.30600 1.04562 0.80475 5.83427 2.20400 0.31592 81.00000 10.00000 9.00000
8.00000 63.33600 0.63140 100.31000 1.43547 0.63851 44.68100 46.15400 48.67200 49.90700 50.44200 0.88579 2.57400 0.30405 8.01300 0.07941 1.25187 1.04915 0.80531 5.85164 2.31600 0.31117 72.00000 21.00000 7.00000
10.00000 63.33500 0.38299 165.37200 0.81484 1.20476 37.10500 37.10400 37.10400 37.10400 37.10400 1.00003 2.62400 0.47297 8.82100 0.10033 1.45156 1.03558 0.80915 5.75063 1.74500 0.50079 66.00000 17.00000 17.00000
8.00000 63.32200 0.94357 67.10900 1.71291 0.46181 48.26800 48.97300 51.71400 52.98100 53.54400 0.90146 2.57700 0.31419 7.61200 0.06903 1.27782 1.04843 0.80353 5.85786 2.33100 0.30145 79.00000 16.00000 5.00000
8.00000 63.29000 0.42792 147.90300 0.98419 1.01594 62.81500 61.76600 62.96600 63.34000 64.24000 0.97782 2.64900 0.55743 14.82900 0.25590 1.35193 1.02928 0.83909 5.54597 1.36300 0.30000 64.00000 29.00000 7.00000
8.00000 63.23200 0.46420 136.21800 1.09806 0.90645 83.18700 83.18600 83.33000 83.48500 84.09300 0.98923 2.69900 0.72635 21.68800 0.43349 1.34025 1.01673 0.87598 5.27846 3.41000 0.88437 60.00000 23.00000 17.00000
7.00000 63.21500 0.74759 84.55800 1.57219 0.54753 283.84200 287.19600 287.19600 277.87000 276.32700 1.02720 2.68700 0.68581 13.19600 0.21361 1.60351 1.01994 0.83139 5.53684 2.89000 0.38247 43.40000 17.80000 38.80000
8.00000 63.18800 0.47176 133.94200 1.12014 0.88654 45.47700 47.01200 49.68700 50.98200 51.53500 0.88245 2.57200 0.29730 8.54500 0.09319 1.22643 1.05080 0.80892 5.84014 2.30400 0.31689 65.00000 28.00000 7.00000
7.00000 63.15000 1.26429 49.94900 1.83932 0.39060 50.26600 51.09100 52.10100 53.15500 53.73400 0.93546 2.55200 0.22973 8.85300 0.10116 1.13720 1.05664 0.81067 5.86411 1.72200 0.54283 86.00000 10.00000 4.00000
8.00000 62.98000 1.19323 52.78100 1.81930 0.40155 49.04900 60.52300 76.03300 84.99500 89.56900 0.54761 2.60400 0.40541 12.69500 0.20064 1.22723 1.04358 0.83062 5.67366 1.75000 0.19838 66.00000 3.00000 31.00000
7.00000 62.80300 0.77177 81.37500 1.59874 0.53079 80.33100 80.33100 80.33100 80.33100 80.33100 1.00000 2.59500 0.37500 13.61400 0.22444 1.16249 1.04732 0.83652 5.66146 1.49400 0.39782 76.00000 22.00000 2.00000
7.00000 62.79900 0.48855 128.54100 1.17231 0.84103 261.00600 205.71900 180.40600 165.76300 161.60500 1.61509 2.66800 0.62162 21.90000 0.43898 1.20038 1.02791 0.88034 5.31459 2.40000 0.40314 44.90000 54.70000 0.40000
10.00000 62.76200 1.29100 48.61500 1.84864 0.38555 47.15000 47.15000 47.15000 47.15000 47.15000 1.00000 2.58500 0.34122 7.32300 0.06155 1.32269 1.05035 0.80629 5.85293 1.72200 0.44158 89.00000 6.00000 5.00000
3.00000 62.74900 0.69301 90.54600 1.52123 0.58048 77.93500 77.79800 77.59300 77.56100 76.85800 1.01401 2.59500 0.37500 13.43000 0.21967 1.16804 1.04772 0.83599 5.66670 2.13300 0.54629 76.00000 19.00000 5.00000
7.00000 62.65700 1.08980 57.49400 1.78524 0.42045 141.43400 139.00300 151.94600 161.04600 164.37300 0.86045 2.64100 0.53041 11.45400 0.16851 1.43605 1.03604 0.82686 5.65229 2.51400 0.56013 85.00000 6.00000 9.00000
8.00000 62.62400 0.56645 110.55500 1.34226 0.70564 43.90400 43.77500 45.47600 46.29100 46.66600 0.94081 2.56200 0.26351 6.80800 0.04821 1.24024 1.05771 0.80489 5.90440 1.60500 0.30105 78.00000 17.00000 5.00000
10.00000 62.54700 0.72771 85.95000 1.56046 0.55502 68.07300 68.14400 68.40800 68.30000 68.51800 0.99351 2.59700 0.38176 11.30500 0.16465 1.24248 1.04865 0.82693 5.72358 1.85300 0.28974 82.00000 9.00000 9.00000
10.00000 62.54000 0.80909 77.29700 1.63219 0.51008 103.83500 92.29700 82.04500 78.35100 77.17700 1.34541 2.57600 0.31081 8.45000 0.09073 1.24618 1.05445 0.81322 5.83633 1.80000 0.29295 80.20000 17.80000 2.00000
10.00000 62.53500 0.81125 77.08500 1.63391 0.50902 73.49200 73.58400 73.74300 73.65300 73.83300 0.99538 2.63700 0.51689 11.74900 0.17615 1.40599 1.03799 0.82920 5.65009 2.12700 0.36095 74.00000 18.00000 8.00000
7.00000 62.46100 0.76654 81.48400 1.59784 0.53135 61.94500 62.72200 65.82600 67.19000 67.57900 0.91663 2.61400 0.43919 11.94500 0.18122 1.29430 1.04468 0.83070 5.67943 1.79900 0.54361 71.00000 24.00000 5.00000
8.00000 62.42100 0.83031 75.17800 1.64932 0.49964 82.35600 82.34900 83.19400 85.40100 86.86700 0.94807 2.56400 0.27027 9.71600 0.12351 1.15808 1.05863 0.82014 5.82043 2.27600 0.73214 80.00000 17.00000 3.00000
3.00000 62.41800 0.41475 150.49700 0.95889 1.04198 170.33200 168.79100 198.52500 216.09800 220.04000 0.77410 2.60900 0.42230 24.92900 0.51741 0.90927 1.04634 0.90030 5.30641 1.45100 0.23108 70.00000 23.00000 7.00000
7.00000 62.38700 0.60600 102.94900 1.41176 0.65516 53.14400 53.14400 53.14400 53.13600 52.94700 1.00372 2.61500 0.44257 9.93100 0.12907 1.36820 1.04494 0.82142 5.73394 1.57000 0.53093 85.00000 13.00000 2.00000
8.00000 62.30800 0.51702 120.51300 1.24900 0.77766 98.44800 99.57100 99.86800 101.43600 102.15300 0.96373 2.62600 0.47973 11.64100 0.17335 1.35850 1.04257 0.83032 5.66967 2.28500 0.35613 58.00000 32.00000 10.00000
8.00000 62.21600 0.75732 82.15300 1.59228 0.53483 80.46300 81.15100 81.24000 83.24100 85.00100 0.94661 2.63300 0.50338 11.82400 0.17809 1.38443 1.04137 0.83189 5.65401 2.07300 0.48906 83.00000 15.00000 2.00000
8.00000 62.18400 0.48926 127.09900 1.18616 0.82928 51.21500 50.59400 53.34900 54.53100 54.93800 0.93223 2.60500 0.40878 10.33400 0.13951 1.30901 1.04912 0.82484 5.73824 1.81500 0.24204 85.00000 11.00000 4.00000
10.00000 62.17700 0.48955 127.00800 1.18704 0.82854 63.07100 63.21100 65.97800 67.48500 68.31500 0.92324 2.67600 0.64865 12.79600 0.20326 1.56110 1.03037 0.83698 5.56369 2.37600 0.88287 48.00000 46.00000 6.00000
3.00000 62.12200 0.47618 130.45900 1.15383 0.85692 479.67600 384.66900 384.66600 366.44600 361.17900 1.32808 2.73900 0.86149 27.67300 0.58846 1.31393 1.01474 0.91862 5.04804 2.60000 0.38837 37.70000 62.30000 0.00000
4.00000 62.09100 0.48503 128.01600 1.17736 0.83673 129.19600 128.73400 130.57000 134.46200 136.51800 0.94637 2.74800 0.89189 22.46800 0.45369 1.54992 1.01272 0.88866 5.19107 3.10000 0.29577 46.00000 38.80000 15.20000
7.00000 62.05900 0.48036 129.19300 1.16603 0.84640 52.40700 52.39400 52.35100 52.37800 52.40500 1.00004 2.63900 0.52365 18.95000 0.36260 1.17474 1.04092 0.86962 5.44215 2.97600 0.18730 73.00000 25.00000 2.00000
7.00000 61.98700 0.68479 90.52000 1.52146 0.58033 59.11600 61.28000 65.47300 69.30300 70.16800 0.84249 2.58600 0.34459 8.94200 0.10347 1.27268 1.05571 0.81958 5.80671 1.68600 0.38714 56.00000 9.00000 35.00000
8.00000 61.90100 0.50791 121.87500 1.23607 0.78806 43.19500 43.51600 45.78000 46.78400 47.24900 0.91420 2.60800 0.41892 8.64700 0.09583 1.38139 1.05035 0.81879 5.78019 1.55800 0.44236 78.00000 16.00000 6.00000
8.00000 61.89600 0.64754 95.58600 1.47736 0.60974 44.31100 45.64200 48.47700 49.78500 50.43200 0.87863 2.58900 0.35473 10.20400 0.13614 1.24432 1.05555 0.82630 5.76689 1.84000 0.40493 63.00000 8.00000 29.00000
8.00000 61.81500 0.86590 71.38800 1.67951 0.48150 36.03800 36.27600 37.07700 37.59100 37.86800 0.95167 2.57600 0.31081 6.91500 0.05098 1.29671 1.05970 0.81126 5.87863 1.68700 0.51566 68.00000 28.00000 4.00000
8.00000 61.65700 1.16409 52.96600 1.81798 0.40227 60.39300 60.35400 61.18200 62.31100 62.90900 0.96001 2.60000 0.39189 9.84100 0.12674 1.30362 1.05428 0.82627 5.75972 1.50000 0.02789 87.00000 8.00000 5.00000
8.00000 61.54700 0.57420 107.18700 1.37324 0.68283 116.16600 115.82100 115.84600 116.03900 115.11200 1.00916 2.64200 0.53378 14.78800 0.25484 1.32174 1.04381 0.85156 5.55738 NaN 0.13725 82.00000 16.00000 2.00000
3.00000 61.50200 0.55759 110.30000 1.34462 0.70389 53.98700 54.00700 54.03900 54.07700 54.46800 0.99117 2.63000 0.49324 10.75600 0.15044 1.40890 1.04732 0.83181 5.68819 2.37700 0.93889 68.00000 24.00000 8.00000
4.00000 61.31400 0.40973 149.64600 0.96719 1.03337 95.26400 95.26400 95.26400 95.26400 95.26400 1.00000 2.63900 0.52365 24.40700 0.50390 1.01995 1.04627 0.90525 5.27988 1.85600 0.33282 69.00000 26.00000 5.00000
7.00000 61.22400 1.31134 46.68800 1.86197 0.37837 115.01200 114.94600 114.07000 114.74600 114.09700 1.00802 2.60100 0.39527 10.41600 0.14163 1.28870 1.05710 0.83214 5.74218 2.39800 0.41931 55.00000 16.00000 29.00000
7.00000 61.14800 0.81976 74.59300 1.65402 0.49679 33.04500 44.37200 54.70500 60.93700 34.12200 0.96844 2.71700 0.78716 13.84800 0.23050 1.74485 1.02727 0.84965 5.47666 3.25500 0.20744 42.00000 16.00000 42.00000
7.00000 61.13000 0.75551 80.91200 1.60257 0.52839 73.17300 71.88700 77.16600 79.73600 80.78200 0.90581 2.64200 0.53378 10.07400 0.13278 1.49333 1.04679 0.83116 5.68887 2.21700 0.29148 87.00000 5.00000 8.00000
7.00000 60.98200 0.79551 76.65800 1.63737 0.50691 97.01900 95.48000 99.41100 104.97000 110.24300 0.88005 2.68800 0.68919 15.01700 0.26076 1.53484 1.03585 0.85677 5.48468 3.07500 0.78689 73.40000 22.20000 4.40000
3.00000 60.81300 0.42609 142.72300 1.03473 0.96586 140.08600 140.47000 144.80100 149.60500 152.03200 0.92142 2.75700 0.92230 25.90600 0.54271 1.46168 1.01965 0.91751 5.07848 3.68400 0.45632 45.00000 50.00000 5.00000
9.00000 60.69700 0.65476 92.70100 1.50258 0.59281 193.63900 157.44100 135.00000 125.99000 123.22600 1.57141 2.64800 0.55405 9.56500 0.11960 1.54412 1.04828 0.83178 5.69381 1.69000 0.56180 78.70000 16.80000 4.50000
9.00000 60.58500 0.66651 90.89900 1.51819 0.58248 196.26000 159.46200 136.19400 126.95200 124.20400 1.58014 2.63900 0.52365 9.31800 0.11320 1.50749 1.05145 0.83139 5.71413 1.88000 0.55652 76.30000 21.50000 2.20000
7.00000 59.95600 0.73945 81.08200 1.60116 0.52927 53.14700 53.18000 53.16700 53.14700 53.14700 1.00000 2.63700 0.51689 12.55600 0.19704 1.37692 1.05640 0.85160 5.62759 2.72000 0.18743 68.00000 14.00000 18.00000
7.00000 59.62600 0.53905 110.61400 1.34172 0.70605 77.89700 77.89700 77.89700 77.82600 77.48500 1.00532 2.65200 0.56757 11.58600 0.17193 1.48534 1.05474 0.84911 5.63226 2.75800 0.72452 73.00000 22.00000 5.00000
10.00000 58.99800 0.60909 96.86200 1.46612 0.61738 113.87500 113.78300 113.81300 113.84700 113.57200 1.00267 2.68900 0.69257 9.13600 0.10849 1.79334 1.04947 0.84158 5.64495 2.82600 0.14170 66.00000 14.00000 20.00000
9.00000 58.85800 0.56364 104.42400 1.39841 0.66466 72.00500 72.00500 72.00500 72.00500 72.00500 1.00000 2.75200 0.90541 15.16900 0.26470 1.89782 1.03452 0.87238 5.39256 3.21900 0.32614 67.00000 20.00000 13.00000
8.00000 58.27100 0.50822 114.65800 1.30412 0.73447 290.21400 278.96700 264.21100 258.96900 247.05400 1.17470 2.72000 0.79730 17.34200 0.32097 1.61016 1.04654 0.88767 5.37499 3.68600 0.37770 49.00000 44.00000 7.00000
10.00000 56.61100 0.64684 87.52000 1.54715 0.56359 211.60100 209.04300 199.77000 204.06000 197.15600 1.07327 2.70100 0.73311 13.62600 0.22475 1.66256 1.06252 0.87972 5.50512 3.15800 0.46370 78.00000 13.00000 9.00000
7.00000 55.57200 0.76478 72.66400 1.66941 0.48753 322.73600 322.73600 322.73600 322.73600 322.73600 1.00000 2.69900 0.72635 8.87300 0.10168 1.86763 1.06987 0.86329 5.63757 3.07100 0.14818 49.00000 13.00000 38.00000
3.00000 54.60900 0.31070 175.76300 0.71653 1.33333 211.10900 283.02100 398.18200 501.24000 566.40100 0.37272 2.73600 0.85135 24.26600 0.50025 1.42064 1.06675 0.94989 5.15384 1.36400 0.35294 47.76802 51.90252 0.00000
